,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment
183,"RT InnaSovsun: My heart is torn by pain for my home Kharkiv. Every message, every new video. I cant stop russian planes with my bare hand ",Russian,-0.0547,0.162,0.169,Russia,0,0,0,0,0,-1
184,RT ParisMatch: AVANTAPRES : Les images des bombardements vus du ciel en Ukraine https://t.co/ZRHCawFyW6 https://t.co/jSChIqu7XH ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
185,RT alauraschneider: An interpreter for German newspaper welt breaks down in tears while translating Zelenskys latest video message. http ,Zelensky,-0.2263,0.0,0.095,0,0,0,0,0,0,-1
186,benshapiro A President that doesnt embarrass us A President who isnt actively working with Putin A President that has empathy ,Putin,-0.0191,0.1,0.104,0,0,0,0,0,0,-1
187,"Ukriane AB StopPutin buna niye hibir avrupal muhabir alamyor, nk bunlar odin in yada Zeus un ocuklar https://t.co/P9SqmcnmOM ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
188,RT JohannvdBron: Ich sehe auch gar keinen Sinn in einer Verhandlungslsung mit Russland. Nicht unter Putin. Denn es gibt ja keine Garan ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
189,LeftEast Condemns Putins Imperial War Against Ukraine https://t.co/fG0O3SjA4z ,Putin,-0.802,0.0,0.545,Ukraine,0,0,0,0,0,-1
190,eucopresident STOP RUSSIAN AGRESSION AGAINST UKRAINE. NATO CLOSE THE SKY OVER UKRAINE EXCLUDE RUSSIA FROM THE https://t.co/HLHAEFmm7W ,Ukraine,-0.6774,0.0,0.271,NATO,Russian,Russia,0,0,0,-1
191,RT McFaul: Two dictators in last hundred years have attacked Kyiv Hitler and Putin. ,Putin,-0.4588,0.0,0.188,Kyiv,0,0,0,0,0,-1
192,RT JordanSchachtel: Zelensky seems to have two options: negotiate terms with Russia or see his already poor country absolutely decimated b ,Zelensky,-0.4767,0.0,0.14,Russia,0,0,0,0,0,-1
193,RT FPWellman: RepStefanik Ukraine ZelenskyyUa They know youre lying. They know you defended Trumps abuse of their nation and support ,Ukraine,-0.7096,0.099,0.278,Zelensky,0,0,0,0,0,-1
194,RT SkipperGrumpy: Ukraine Kiev Russian missile strike on TV tower. https://t.co/mRO6l094Wl ,Ukraine,-0.128,0.0,0.13,Kiev,Russian,Russia,0,0,0,-1
195,El buenazo homfobo de Putin https://t.co/g2CbojImHq ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
196,Why do YOU in the MSM say PUTIN wants to assassinate ZELLENSKYY WHEN one of PUTINs demands is that HE (Z) remain https://t.co/lVnFPK5aiO ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
197,RT vincentbrowne: Leo Varadkar says we are neutral in military terms and therefore we cant provide armaments to Ukraine. Were we military ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
198,RT maddenifico: Kremlin humiliated after more than 140 diplomats walk out of Russian Foreign Minister Sergei Lavrovs speech justifying Pu ,Russian,-0.5423,0.0,0.2,Russia,0,0,0,0,0,-1
199,RT LesYeuxDuZebre: : La photo de cette femme qui est apparue dans les mdias du monde entier au sujet de lUkraine a t prise lors du ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
200,RT HuffPost: Tucker Carlson is denying he praised Russian President Vladimir Putin Too bad weve got the receipts. https://t.co/QrEPolHd… ,Putin,-0.4019,0.127,0.235,Russian,Russia,0,0,0,0,-1
201,RT sirotek: Ukraine https:… ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
202,RT jacopoiacoboni: Facciamo un elenco dei politici italiani attuali che pi si sono compromessi inverecondamente con Putin. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
203,"ezaap DIRCOZA TimesLIVE Ukraine They must go to Poland and protest there not here,we cannot controlled by these foreigners. ",Ukraine,-0.25,0.0,0.1,0,0,0,0,0,0,-1
204,"Russland marschiert in die Ukraine ein, im Herbst 2015 intervenierte Wladimir Putin bereits in Syrien. Was verbind https://t.co/Wji6trpeBa ",Putin,-0.5994,0.0,0.187,Ukraine,0,0,0,0,0,-1
205,"Ukraine, les masques de la rvolution Documentaire complet En fvrier 2014, le soulvement populaire provoqu pa https://t.co/YV0uimN8nm ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
206,"RT IAPonomarenko: Oh guys, fucking hell As the storm of Putins war gathered, I was begging my mom to leave Volnovakha. She did not wan ",Putin,-0.8748,0.0,0.322,0,0,0,0,0,0,-1
207,RT OccupyDemocrats: BREAKING NEWS: The European Court of Human Rights orders Russia to stop bombing and shelling civilian targets in Ukrai ,Russia,-0.296,0.0,0.099,0,0,0,0,0,0,-1
208,"RT davidyelland: Its sad the UK is not a part of the EU, sad no British MEPs there today to cheer Zelensky, sad we have been so diminishe ",Zelensky,-0.802,0.09,0.312,0,0,0,0,0,0,-1
209,"RT OccupyDemocrats: BREAKING NEWS: U.S. officials announce that the Russian offensive on Kyiv, Ukraines capital, is completely stalled ",Ukraine,-0.624,0.0,0.241,Kyiv,Russian,Russia,0,0,0,-1
210,"RT DavidHarrisAJC: Just heard that Russian missile struck near BabynYar memorial site in Kyiv. Nazi Germans murdered 100k there, prima ",Kyiv,-0.7506,0.0,0.262,Russian,Russia,0,0,0,0,-1
211,aracelibs Que espera el pueblo Mexicano para sacar a ese Putin. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
212,RT nextatv: Alexey Danilov announced the liquidation of a group of Kadyrovites who planned to kill Zelensky. https://t.co/qa245WqfER ,Zelensky,-0.6908,0.0,0.227,0,0,0,0,0,0,-1
213,"RT CNN: US Secretary of State Antony Blinken condemned Russia on Tuesday for killing civilians in Ukraine, telling the United Nations Huma ",Ukraine,-0.6705,0.096,0.251,Russia,0,0,0,0,0,-1
214,"RT realDailyWire: Six Americans Volunteer To Fight For Ukraine, Take Up Zelenskys Offer https://t.co/EYarJ3TXom https://t.co/raDZv5PNbW ",Ukraine,-0.3818,0.0,0.157,Zelensky,0,0,0,0,0,-1
215,Ukraine claims it has regained control of airport outside Kyiv what if this airport was used to stage an air offe https://t.co/aQahcPvkjq ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
216,Gvenlik ve Savunma konseyi bakan Danilov: Zelenskyi ldrmeyi planlayan Kadrov bal bir timin imha edildi. ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
217,"RT CalltoActivism: BREAKING: Ukraine says it will give 5 million rubles (43,000 USD) and asylum to any Russian soldier who voluntarily su ",Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
218,"RT ifrc: In the last five days, more than half a million people have fled from the conflict in Ukraine to neighbouring countries. Red Cro ",Ukraine,-0.3182,0.0,0.091,0,0,0,0,0,0,-1
219,RT olexscherba: My God. People go on streets and try to stop tanks Ukraine StandWithUkraine RussiaGoHome https://t.co/U4je6JPZKY ,Ukraine,-0.0258,0.109,0.114,Russia,0,0,0,0,0,-1
220,RT lauracesaretti1: No alle armi. La Vera Sinistra che vuol consegnare gli ucraini disarmati a Putin senza colpo ferire ,Putin,-0.296,0.0,0.115,0,0,0,0,0,0,-1
221,"RT VBritishCoup: Conservative MP Brandon Lewis received 25,000 from Lubov Chernukhin, a banker and wife of Putins former deputy finance ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
222,RT capitanwhatafak: Some Russians on a Tank supposedly in direction to Kiev Ukraine https://t.co/YloOfERGDk ,Ukraine,0.0,0.0,0.0,Kiev,Russian,Russia,0,0,0,-1
223,"RT MayadeenEnglish: If Neonazis using Islamophobic threats are integrated into the Ukrainian army, one could only imagine what sort of h ",Ukrainian,-0.4215,0.0,0.128,0,0,0,0,0,0,-1
224,"RT janogarcia: Putin se ha metido en un callejn sin salida y est bien actuar con firmeza frente a la invasin de Ucrania, pero ms nos ",Putin,-0.296,0.086,0.129,0,0,0,0,0,0,-1
225,RT TeriKanefield: Steve Schmidt has a few words for marcorubio: From Schmidt: Putin saw how Marco Rubio groveled before Trump and he a ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
226,"RT sairuselvirus: La prensa occidental quiere hacer parecer a Putin con Hitler, y no seores Putin es ruso y los rusos aniquilaron a los n ",Putin,-0.296,0.0,0.104,0,0,0,0,0,0,-1
227,"Evet bu iki kanal, bamszm. Sen misin Putin propagandas yapmayan https://t.co/wNJGzhUhK7 ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
228,Out5p0ken Putins gonna need a bigger table for his meetings. They maybe able to suicide him w just a 100 yard table. ,Putin,-0.6705,0.0,0.2,0,0,0,0,0,0,-1
229,RT cgarchibald: Michell27963225 BriteDaizAhead ABC Take the money that Putin hid in Switzerland and rebuild Ukraine ,Putin,-0.1027,0.0,0.085,Ukraine,0,0,0,0,0,-1
230,RT hawkinscarole: If Israel had been dealt with amp properly condemned with sanctions etc then Ukraine may never have happened. https://t.c… ,Ukraine,-0.4404,0.0,0.127,0,0,0,0,0,0,-1
231,RT AP: Russian nuclear submarines have sailed off for drills in the Barents Sea near the Arctic and mobile missile launchers are roaming S ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
232,RT RALee85: Russian MoD video of spetsnaz taking part in the war in Ukraine. https://t.co/bGeuy8SB30 https://t.co/I9kvPITpdA ,Ukraine,-0.5994,0.0,0.206,Russian,Russia,0,0,0,0,-1
233,RT ZelenskyyUa: Had a phone conversation with Chancellor OlafScholz. Spoke about Russias shelling of residential neighborhoods in Ukrain ,Zelensky,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
234,RT DAlperovitch: Putins only hope now is likely to rapidly unleash utter brutality on the Ukrainian people (which he has already started ,Putin,-0.2732,0.108,0.149,Ukrainian,0,0,0,0,0,-1
235,RT DeMolay82619496: Lintgration de lUkraine dans lOTAN ouvre la porte linstallation de forces armes amricaines la frontire rus ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
236,"elmundoes Putin, no hay huevos ",Putin,-0.296,0.0,0.355,0,0,0,0,0,0,-1
237,RT Alyshkrum: A portrait of my country Ukraine right now. Peaceful sleep of somebody who has been born in the time of the worst nightmar ,Ukraine,-0.2263,0.109,0.14,0,0,0,0,0,0,-1
238,RT TristanSnell: You cant stand with Ukraine and stand with Trump at the same time. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
239,RT RBReich: Putins bombing of Ukraine is a nightmare unfolding in real time before our eyes. Russian gas and oil now come soaked in blo ,Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
240,"RT OccupyDemocrats: BREAKING: Apple, one of the largest companies in the world, suspends the sale of all of its products to Russia in resp ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
241,"RT ResisterSis20: Tonight, President Biden gives his first SOTU address while he is fighting Republicans in Congress amp Russia in Ukraine ",Ukraine,-0.3612,0.0,0.111,Russia,0,0,0,0,0,-1
242,RT fphilippot: Folie totale : le parlement europen va voter pour une procdure dadhsion spciale de lUkraine lUE Un pays mafieux ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
243,RT Mediavenir: FLASH La Russie menace dinterdire Wikipdia en raison dun article sur linvasion russe de lUkraine en 2022. (vi ,Ukraine,-0.4939,0.0,0.144,0,0,0,0,0,0,-1
244,RT soapboxKIDD: U.S. to set aside 6.8B for Ukraine aid. https://t.co/LHCujWGex8 ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
245,"RT CalltoActivism: If you are GLAD two Russian oligarchs have broken ranks with Putin to demand he STOP his illegal war, hit the like butt ",Putin,-0.8316,0.159,0.383,Russian,Russia,0,0,0,0,-1
246,RT AmoneyResists: You do not StandWithUkraine if you stand with: Putin TrumpMAGA Republicans Russia Today Fox News OANN Sinclai ,Putin,0.0,0.0,0.0,Ukraine,Russia,0,0,0,0,-1
247,"RT TheUkrainehouse: Ford Motor Co. is suspending its jointventure operations in Russia, citing concern over the invasion of Ukraine and j ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
248,RT AlberPiter: El dictador genocida Vladimir Putin ataca Ucrania con la excusa de que su presidente judo es nazi y termina bombardeando ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
249,"cguanacas inafinogenova creo que a quien le tienen que reclamar es a putin por dar la orden de invadir, todo este https://t.co/ZYDyCWoSsu ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
250,Via euronewsfr : ITV euronews : Ursula von der Leyen soutient ladhsion de lUkraine lUnion europenne https://t.co/qaa77wU4aQ ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
251,RT B52Malmet: Remember that time Trump gave Rudy full reign to run a shadow foreign policy on Ukraine Remember when he got Secretary Rap ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
252,RT zarahsultana: A nofly zone in Ukraine would entail war between two nucleararmed superpowers. That could easily mean armageddon. That ,Ukraine,-0.3612,0.103,0.167,0,0,0,0,0,0,-1
253,RT McFaul: More Stingers to Ukraine More javelins More drones ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
254,"RT zachsdorfman: I dont know whether the alleged Zelensky assassination plot was, in fact, foiled by FSB snitches, as the Ukrainians say. ",Ukrainian,-0.5994,0.0,0.163,Zelensky,0,0,0,0,0,-1
255,"RT TheSteelStag: It took him five days of illegal war, the deaths of hundreds of Ukrainians, indiscriminate civilian bombing, for him to s ",Ukrainian,-0.8176,0.0,0.273,0,0,0,0,0,0,-1
256,"RT UncvrngTheTruth: Volvo, Volkswagen, and GM have stopped shipment of cars to Russia. Disney has also stopped airing movies in Russian th ",Russian,-0.4215,0.0,0.16,Russia,0,0,0,0,0,-1
257,"RT HurAyse: ef Gergiev, Putinin sava politikalarna destek aklamas yapsayd, sosyal anlamda dlanmas anlalrd (o da aklamay ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
258,RT mellecox96: Sil y a un doc se regarder pour garder ses neurones fonctionnels sur la complexit de la situation en ukraine cest ce ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
259,Today Nashoba Economics and Finance classes discussed the RussianUkraine conflict and the impact of sanctions. https://t.co/8ony9UjZr3 ,Ukraine,-0.3182,0.0,0.133,Russian,Russia,0,0,0,0,-1
260,"RT mitWorte: 4,5 Milliarden Jahre Erde und ich erlebe Trump, Putin, Corona und Alice Weidel ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
261,"magijay Also, this attitude that we (the US) are either responsible for or baited Putin into attacking Ukraine or https://t.co/o8dc7EJhPY ",Putin,-0.1779,0.099,0.129,Ukraine,0,0,0,0,0,-1
262,"RT GBBranstetter: Zi Famelu, a transgender woman in Kyiv who is currently stuck in her apartment, says she and other trans Ukrainians can ",Ukrainian,-0.25,0.0,0.087,Kyiv,0,0,0,0,0,-1
263,caznew11 MeanMusings ELLEUK Funny your evil Nazi queen is completely silent on the Ukraine invasion by Putinwon https://t.co/eUdq3Z2qY2 ,Putin,-0.3612,0.124,0.189,Ukraine,0,0,0,0,0,-1
264,Tech giants Apple and Google are pausing all product sales and removing Russian statefunded publishers from its ne https://t.co/Y2HgLMcZmP ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
265,"RT mariaelisasmith: No se trata de derecha vs. izquierda, sino de la humanidad vs. el globalismo. Pero si se tratara de eso, Putin repres ",Putin,-0.296,0.0,0.087,0,0,0,0,0,0,-1
266,RT WisePaxCat: Apple Halts Product Sales in Russia After Ukraine Invasion https://t.co/nPcyKUKZCH ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
267,RT KyivIndependent: International Court of Justice to hold hearings over Russias war in Ukraine. Public hearings on genocide charges a ,Ukraine,-0.3818,0.134,0.236,Kyiv,Russia,0,0,0,0,-1
268,RT Dardo17758498: Live Camera from Ukraine Kyiv https://t.co/7s9tP0Dzxk via YouTube https://t.co/9XdASwcewS ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
269,"Thermobaric Bomb. Kharkiv, Ukraine. Forbidden according to Geneva Convention. https://t.co/rFLMlHIUHk ",Ukraine,-0.7184,0.0,0.429,0,0,0,0,0,0,-1
270,RT BWallArthur: Has Britain finally woken up to the fact that a group of people (who all have links with Putins Russia) have achieved p ,Putin,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
271,RT FerIglesias: El diputado Mario Negri marioraulnegri intent pedir un minuto de silencio por las vctimas de la barbarie de Putin en Uc ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
272,RT GovChristie: How can anyone with any understanding of the world call Putins decision to invade Ukraine genius and very savvy as we ,Putin,0.0,0.0,0.0,Ukraine,0,0,0,0,0,-1
273,"Vladimir Putin siendo ruso conoce esto y es el del tipo que trabaja y no para, hasta conseguir lo que quiere. A un https://t.co/fDJ8dppypu ",Putin,-0.296,0.0,0.099,0,0,0,0,0,0,-1
274,"RT SarahNEmerson: Apple has announced sweeping restrictions to its services in Russia and for Russian citizens abroad, pausing product sal ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
275,"RT TheDailyShow: Are you a conservative who praised Putin, but now need to hate him Ask your doctor about Tyranol. https://t.co/JKShl6do12 ",Putin,-0.6059,0.083,0.201,0,0,0,0,0,0,-1
276,RT finriswolf: CNN interview with Zelensky gave enough visual info that I was able to instantly geolocate the building and rooms Zelensky ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
277,RT LeMillenaire: UkraineRussie Volodymir Zelensky a accord une interview Reuters UkraineRussiaWar Poutine UkraineWar h ,Ukraine,0.0,0.0,0.0,Zelensky,Russia,0,0,0,0,-1
278,"RT PepeTorres: Putin est desatado y le importa un bledo q mueran civiles, al igual q a nuestro solidario presidente, q no mover un ded ",Putin,-0.296,0.0,0.104,0,0,0,0,0,0,-1
279,"RT business: Mastercard says it got about 4 of its net revenues last year from business linked to Russia, as Western nations level sancti ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
280,RT CalltoActivism: BREAKING: The World Bank will provide a 3 billion aid package to Ukraine. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
281,"RT florestanjr: Apesar das sanes econmicas impostas pelos EUA, a Russia acaba de vender para o Paquisto trigo e gs. A expectativa d ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
282,RT rubenmcloop: I will write about the war in Ukraine. I know that many leftists are worried about the impact of NATO and the US on the ge ,Ukraine,-0.7269,0.0,0.203,NATO,0,0,0,0,0,-1
283,UkraineRussiaWar Day 6. Stalled supply convoy with noone to resupply. Havent yet used the big nasty stuff on Kyi https://t.co/hPNE3Gaqui ,Ukraine,-0.6597,0.0,0.231,Russia,0,0,0,0,0,-1
284,RT MaajidNawaz: Read my latest Radical Dispatch on the situation in Ukraine and why we must oppose both Putin and the Ukrainian statesupp ,Putin,0.0,0.0,0.0,Ukraine,Ukrainian,0,0,0,0,-1
285,"RT cnnbrk: Apple has stopped selling all of its products in Russia, saying its deeply concerned about the invasion of Ukraine https://t… ",Ukraine,-0.2263,0.0,0.083,Russia,0,0,0,0,0,-1
286,RT MintPressNews: Englishlanguage medias racist double standards are on full display. Ukraine Russia NATO https://t.co/2RFxLEqAbI ,Ukraine,-0.6124,0.0,0.222,NATO,Russia,0,0,0,0,-1
287,just ate a fat ass burrito gonna go take a putin ,Putin,-0.5423,0.0,0.304,0,0,0,0,0,0,-1
288,Biden Rusyaya yaptrmlar aklad: Putin bedel deyecek https://t.co/AQyy4IS2EP ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
289,BitboyCrypto Ok and what about the people from Ukraine Who is suffering more ,Ukraine,-0.2263,0.135,0.19,0,0,0,0,0,0,-1
290,"RT ultimenotizie: La NATO ricorda al presidente ucraino Zelensky che non invier truppe in Ucraina o aerei nel suo spazio aereo, nono ",NATO,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
291,RT KevinCore: The BBC is adding new shortwave frequencies for the people of Ukraine. Old school. And crucial. 5875 kHz from 810 UTC a ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
292,"RT mohankeech: if you are in favor of Ukraine but not of Palestine, Lebanon, Afghanistan, Somalia, Syria, Libya and Iraq. if you condemn ",Ukraine,-0.3716,0.07,0.13,0,0,0,0,0,0,-1
293,RT DuniyakiKhabar: ANI Ukraine: Ok.. then at least fight with Russia in the video game Call of Duty.. ,Ukraine,-0.3818,0.0,0.133,Russia,0,0,0,0,0,-1
294,RT UNNewsCentre: UN hails 1.5bn in pledges for humanitarian appeals to aid Ukraine civilians. This is one of the fastest and most g ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
295,ngukraine ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
296,RT ByRakeshSimha: Vladimir Putin offers the Russian point of view. Part 1 https://t.co/SITWhAKYSE ,Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
297,RT wirojlak: Ukraine . ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
298,Cant even begin to imagine how terrifying this must be Ukraine UkraineRussiaWar https://t.co/JCtoGbJKkf ,Ukraine,-0.5719,0.0,0.236,Russia,0,0,0,0,0,-1
299,RT BuddhaAte: Anonymous Hackers Russia Ukraine https://t.co/kGtpUGC7eJ ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
300,RT vinodkapri: Ukraine https://t.co/6wisO9CPWB ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
